,unique.drugid,CGP.drugid,CCLE.drugid,GSK.drugid,NCI60.drugid,GRAY.drugid,GNE.drugid,CTRP.drugid,CMAP.drugid,CTRPv2.drugid,gCSI.drugid,UHNBreast.drugid,MERCK.drugid,GDSC1000.drugid,NCIALM.drugid,YALE_TNBC.drugid,smiles,inchikey,cid,GDSC2019.drugid,FIMM.drugid,FDA,PharmacoDB.uid,PharmacoDB.drugid
142,L-685458,NA,L-685458,NA,NA,NA,NA,L-685458,NA,L-685458,NA,NA,NA,NA,NA,NA,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)N)NC(=O)C(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OC(C)(C)C)O,MURCDOXDAHPNRQ-ZJKZPDEISA-N,5479543,NA,NA,NA,PDBC00142,L-685458
143,LBW242,NA,LBW242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC00143,LBW242
144,Panobinostat,NA,Panobinostat,NA,NA,LBH589,NA,NA,NA,LBH-589,NA,NA,NA,NA,NA,NA,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NO,FPOHNWQLNRZRFC-ZHACJKMWSA-N,6918837,Panobinostat,Panobinostat,TRUE,PDBC00144,Panobinostat
145,Raf265(chir-265),NA,RAF265,NA,NA,NA,NA,NA,NA,RAF265,NA,NA,NA,NA,NA,NA,CN1C2=C(C=C(C=C2)OC3=CC(=NC=C3)C4=NC=C(N4)C(F)(F)F)N=C1NC5=CC=C(C=C5)C(F)(F)F,YABJJWZLRMPFSI-UHFFFAOYSA-N,11656518,NA,RAF265,NA,PDBC00145,RAF265
146,Dovitinib,NA,TKI258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dovitinib,CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3,KCOYQXZDFIIGCY-ZZEZOPTASA-N,9886808,NA,NA,NA,PDBC00146,TKI258
147,Topotecan,NA,Topotecan,NA,Topotecan,Topotecan,NA,NA,NA,topotecan,NA,NA,Topotecan,NA,NA,Topotecan,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)[NH+]=C5C=CC(=C(C5=C4)CN(C)C)O)O.[Cl-],DGHHQBMTXTWTJV-BQAIUKQQSA-N,11972519,Topotecan,Topotecan,TRUE,PDBC00147,Topotecan
148,Vandetanib,NA,Vandetanib,NA,Vandetanib,NA,NA,NA,NA,vandetanib,NA,NA,NA,NA,NA,Vandetanib,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC,UHTHHESEBZOYNR-UHFFFAOYSA-N,3081361,NA,Vandetanib,TRUE,PDBC00148,Vandetanib
150,Trametinib,NA,NA,GSK1120212,NA,GSK1120212///private_company_drug_3560,NA,NA,NA,trametinib,NA,NA,NA,Trametinib,NA,GSK1120212,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC(=CC=C4)NC(=O)C)C5CC5,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,11707110,Trametinib,NA,NA,PDBC00150,GSK1120212
151,GSK1070916,NA,NA,GSK1070916,NA,GSK1070916///private_company_drug_2220,NA,NA,NA,NA,NA,NA,NA,GSK1070916,NA,NA,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC(=CC=C5)CN(C)C,QTBWCSQGBMPECM-UHFFFAOYSA-N,46885626,GSK1070916,NA,NA,PDBC00151,GSK1070916
152,GSK923295,NA,NA,GSK923295,NA,GSK923295///private_company_drug_8461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC(C)OC1=C(C=C(C=C1)C(=O)NC(CC2=CC=C(C=C2)C3=CN4C=CC=C(C4=N3)C(C)O)CNC(=O)CN(C)C)Cl,WHMXDBPHBVLYRC-OFVILXPXSA-N,46898058,NA,NA,NA,PDBC00152,GSK923295
153,Gsk-690693,NA,NA,GSK690693,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSK690693,NA,GSK690693,CCN1C2=C(C(=NC=C2OCC3CCCNC3)C#CC(C)(C)O)N=C1C4=NON=C4N,KGPGFQWBCSZGEL-ZDUSSCGKSA-N,16725726,GSK690693,NA,NA,PDBC00153,GSK690693
154,GSK1059615,NA,NA,GSK1059615,NA,GSK1059615,NA,NA,NA,GSK1059615,NA,NA,NA,NA,NA,NA,C1=CC2=NC=CC(=C2C=C1C=C3C(=O)NC(=O)S3)C4=CC=NC=C4,QDITZBLZQQZVEE-YBEGLDIGSA-N,23582824,GSK1059615,NA,NA,PDBC00154,GSK1059615
155,Gsk-461364,NA,NA,GSK461364,NA,GSK461364///private_company_drug_8437,NA,NA,NA,GSK461364,NA,NA,NA,NA,NA,NA,CC(C1=CC=CC=C1C(F)(F)F)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)CN5CCN(CC5)C)C(=O)N,ZHJGWYRLJUCMRT-QGZVFWFLSA-N,15983966,NA,NA,NA,PDBC00155,GSK461364
157,Foretinib,NA,NA,foretinib,NA,NA,NA,NA,NA,foretinib,NA,NA,NA,Foretinib,NA,Foretinib,COC1=CC2=C(C=CN=C2C=C1OCCCN3CCOCC3)OC4=C(C=C(C=C4)NC(=O)C5(CC5)C(=O)NC6=CC=C(C=C6)F)F,CXQHYVUVSFXTMY-UHFFFAOYSA-N,42642645,Foretinib,NA,NA,PDBC00157,foretinib
158,GSK1838705,NA,NA,GSK1838705,NA,GSK1838705///private_company_drug_2931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC00158,GSK1838705
732,Dexamethasone,NA,NA,NA,dexamethasone,NA,NA,dexamethasone,dexamethasone,dexamethasone,NA,NA,Dexamethasone,NA,NA,NA,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,UREBDLICKHMUKA-CXSFZGCWSA-N,5743,NA,NA,TRUE,PDBC00704,dexamethasone
963,Trifluoperazine,NA,NA,NA,trifluoperazine,NA,NA,trifluoperazine,trifluoperazine,trifluoperazine,NA,NA,NA,NA,NA,Trifluoperazine,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,ZEWQUBUPAILYHI-UHFFFAOYSA-N,5566,NA,NA,TRUE,PDBC00931,trifluoperazine
1035,NSC19630,NA,NA,NA,1H-Pyrrole-2,5-dione, 1-[(1-oxopropoxy)methyl]-,NA,NA,NA,NA,NSC19630,NA,NA,NA,NA,NA,NA,CCC(=O)OCN1C(=O)C=CC1=O,YXEWPGYLMHXLPS-UHFFFAOYSA-N,227681,MIRA-1,NA,NA,PDBC01003,NSC19630
1049,5-Fluorouracil,NA,NA,NA,5-FU,5-FU,NA,NA,NA,fluorouracil,5-FU,NA,5-Fluorouracil,5-Fluorouracil,5-Fluorouracil,5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,GHASVSINZRGABV-UHFFFAOYSA-N,3385,5-Fluorouracil,NA,NA,PDBC01017,5-FU
1154,NSC23766,NA,NA,NA,NSC23766,NA,NA,NSC23766,NA,NSC23766,NA,NA,NA,NA,NA,NA,CCN(CC)CCCC(C)NC1=NC(=CC(=N1)NC2=CC3=C(C=C2)N=C(C=C3N)C)C,DEFBCZWQLILOJF-UHFFFAOYSA-N,409805,NA,NA,NA,PDBC01118,NSC23766
1213,Disulfiram,NA,NA,NA,Disulfiram,Disulfiram,NA,NA,disulfiram///Prestwick-1082,NA,NA,NA,NA,NA,NA,NA,CCN(CC)C(=S)SSC(=S)N(CC)CC,AUZONCFQVSMFAP-UHFFFAOYSA-N,3117,NA,NA,TRUE,PDBC01175,Disulfiram
1229,Cyclophosphamide,NA,NA,NA,2H-1,3,2-Oxazaphosphorin-2-amine, N,N-bis(2-chloroethyl)tetrahydro-, 2-oxide,NA,NA,NA,NA,cyclophosphamide,NA,NA,NA,NA,Cyclophosphamide,NA,C1CNP(=O)(OC1)N(CCCl)CCCl,CMSMOCZEIVJLDB-UHFFFAOYSA-N,2907,Cyclophosphamide,NA,TRUE,PDBC01191,Cyclophosphamide
1354,NSC30930,NA,NA,NA,5-(Benzyloxy)-1H-indole-2-carboxylic acid,NA,NA,NA,NA,NSC30930,NA,NA,NA,NA,NA,NA,C1=CC=C(C=C1)COC2=CC3=C(C=C2)NC(=C3)C(=O)O,MVCLSAMNMAWXFQ-UHFFFAOYSA-N,81146,NA,NA,NA,PDBC01313,NSC30930
1417,Curcumin,NA,NA,NA,Curcumin,NA,NA,curcumin,NA,curcumin,NA,NA,NA,NA,NA,Curcumin,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,VFLDPWHFBUODDF-FCXRPNKRSA-N,969516,NA,NA,NA,PDBC01372,Curcumin
1960,NSC48300,NA,NA,NA,(Methylenedi-4,1-phenylene)bis(arsonic acid),NA,NA,NA,NA,NSC48300,NA,NA,NA,NA,NA,NA,C1=CC(=CC=C1CC2=CC=C(C=C2)[As](=O)(O)O)[As](=O)(O)O,LONYFCOVHHQLGM-UHFFFAOYSA-N,241158,NA,NA,NA,PDBC01907,NSC48300
2177,Brefeldin A,NA,NA,NA,(1R,2E,6S,10E,11aS,13S,14aR)-1,13-Dihydroxy-6-methyl-1,6,7,8,9,11a,12,13,14,14a-decahydro-4H-cyclopenta[f]oxacyclotridecin-4-one,NA,NA,brefeldin A,NA,brefeldin A,NA,NA,NA,NA,NA,NA,CC1CCCC=CC2CC(CC2C(C=CC(=O)O1)O)O,KQNZDYYTLMIZCT-KQPMLPITSA-N,5287620,NA,NA,NA,PDBC02123,brefeldin A
2207,Gossypol,NA,NA,NA,gossypol,NA,NA,gossypol,gossypol,gossypol,NA,NA,NA,NA,NA,NA,CC1=C(C(=C2C(=C1)C(=C(C(=C2C=O)O)O)C(C)C)O)C3=C(C=C4C(=C3O)C(=C(C(=C4C(C)C)O)O)C=O)C,QBKSWRVVCFFDOT-UHFFFAOYSA-N,3503,NA,NA,NA,PDBC02151,gossypol
2695,1,9-Pyrazoloanthrone,NA,NA,NA,Dibenz[cd,g]indazol-6(2H)-one,NA,NA,NA,NA,pyrazolanthrone,NA,NA,NA,NA,NA,JNK Inhibitor II,C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O,ACPOUJIDANTYHO-UHFFFAOYSA-N,8515,NA,NA,NA,PDBC02628,pyrazolanthrone
3221,Valproic acid,NA,NA,NA,Valproic.acid,Valproic acid,NA,NA,valproic acid,NA,NA,NA,NA,NA,NA,NA,CCCC(CCC)C(=O)O,NIJJYAXOARWZEE-UHFFFAOYSA-N,3121,NA,NA,TRUE,PDBC03141,Valproic.acid
3253,NSC95397,NA,NA,NA,NSC95397,NA,NA,NSC95397,NA,NSC95397,NA,NA,NA,NA,NA,NA,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)SCCO)SCCO,MAASHDQFQDDECQ-UHFFFAOYSA-N,262093,NA,NA,NA,PDBC03172,NSC95397
3574,Cytochalasin B,NA,NA,NA,cytochalasin b,NA,NA,cytochalasin B,cytochalasin B,cytochalasin B,NA,NA,NA,NA,NA,NA,CC1CCCC(C=CC(=O)OC23C(C=CC1)C(C(=C)C(C2C(NC3=O)CC4=CC=CC=C4)C)O)O,GBOGMAARMMDZGR-TYHYBEHESA-N,5311281,NA,NA,NA,PDBC03489,cytochalasin b
3668,Cucurbitacin I,NA,NA,NA,Estra-1,5-diene-3,11-dione, 17-[(1R,3E)-1,5-dihydroxy-1,5-dimethyl-2-oxo-3-hexen-1-yl]-2,16-dihydroxy-4,4,9,14-tetramethyl-, (9beta,10alpha,16alpha,17beta)-,NA,NA,NA,NA,cucurbitacin I,NA,NA,NA,NA,NA,NA,CC1(C2=CCC3C4(CC(C(C4(CC(=O)C3(C2C=C(C1=O)O)C)C)C(C)(C(=O)C=CC(C)(C)O)O)O)C)C,NISPVUDLMHQFRQ-MKIKIEMVSA-N,5281321,NA,NA,NA,PDBC03582,cucurbitacin I
3680,Epirubicin,NA,NA,NA,Epirubicin,Epirubicin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,AOJJSUZBOXZQNB-VTZDEGQISA-N,41867,Epirubicin,NA,TRUE,PDBC03594,Epirubicin
3790,Cerulenin,NA,NA,NA,Cerulenin,NA,NA,cerulenin,NA,cerulenin,NA,NA,NA,NA,NA,Cerulenin,CC=CCC=CCCC(=O)C1C(O1)C(=O)N,GVEZIHKRYBHEFX-NQQPLRFYSA-N,5282054,NA,NA,NA,PDBC03704,Cerulenin
3982,Geldanamycin,NA,NA,NA,Geldanamycin,Geldanamycin,NA,NA,geldanamycin,NA,NA,NA,Geldanamycin,NA,NA,NA,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC,QTQAWLPCGQOSGP-KSRBKZBZSA-N,5288382,NA,NA,NA,PDBC03896,Geldanamycin
3985,Teniposide,NA,NA,NA,Teniposide,NA,NA,teniposide,NA,teniposide,NA,NA,NA,NA,NA,NA,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O,NRUKOCRGYNPUPR-QBPJDGROSA-N,452548,Teniposide,NA,TRUE,PDBC03899,Teniposide
4156,ICRF-193,NA,NA,NA,ICRF-193,ICRF-193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC(C(C)N1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,OBYGAPWKTPDTAS-UHFFFAOYSA-N,115150,NA,NA,NA,PDBC04069,ICRF-193
4341,GANT-61,NA,NA,NA,Benzenamine, 2,2'-[[dihydro-2-(4-pyridinyl)-1,3(2H,4H)-pyrimidinediyl]bis(methylene)]bis[N,N-dimethyl-,NA,NA,NA,NA,GANT-61,NA,NA,NA,NA,NA,GANT61,CN(C)C1=CC=CC=C1CN2CCCN(C2C3=CC=NC=C3)CC4=CC=CC=C4N(C)C,KVQOGDQTWWCZFX-UHFFFAOYSA-N,421610,NA,NA,NA,PDBC04253,GANT-61
4651,Triciribine,NA,NA,NA,triciribine,Triciribine///API-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CN1C2=NC=NC3=C2C(=CN3C4C(C(C(O4)CO)O)O)C(=N1)N,HOGVTUZUJGHKPL-HTVVRFAVSA-N,65399,NA,NA,NA,PDBC04563,triciribine
4791,Triptolide,NA,NA,NA,triptolide,NA,NA,triptolide,NA,triptolide,NA,NA,NA,NA,NA,Triptolide,CC(C)C12C(O1)C3C4(O3)C5(CCC6=C(C5CC7C4(C2O)O7)COC6=O)C,DFBIRQPKNDILPW-CIVMWXNOSA-N,107985,NA,NA,NA,PDBC04703,triptolide
5133,Mebendazole,NA,NA,NA,Mebendazole,Mebendazole,NA,NA,mebendazole,NA,NA,NA,NA,NA,NA,NA,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,OPXLLQIJSORQAM-UHFFFAOYSA-N,4030,NA,NA,TRUE,PDBC05038,Mebendazole
5593,Parbendazole,NA,NA,NA,parbendazole,NA,NA,parbendazole,parbendazole,parbendazole,NA,NA,NA,NA,NA,NA,CCCCC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,YRWLZFXJFBZBEY-UHFFFAOYSA-N,26596,NA,NA,NA,PDBC05494,parbendazole
5669,Narciclasine,NA,NA,NA,narciclasine,NA,NA,narciclasine,NA,narciclasine,Narciclasine,NA,NA,NA,NA,NA,C1OC2=C(O1)C(=C3C(=C2)C4=CC(C(C(C4NC3=O)O)O)O)O,LZAZURSABQIKGB-AEKGRLRDSA-N,72376,NA,NA,NA,PDBC05569,narciclasine
5813,Simvastatin,NA,NA,NA,Simvastatin,NA,NA,simvastatin,simvastatin,simvastatin,NA,NA,NA,NA,NA,Simvastatin,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,RYMZZMVNJRMUDD-HGQWONQESA-N,54454,NA,NA,TRUE,PDBC05712,simvastatin
5823,Prima-1,NA,NA,NA,prima-1,NA,NA,PRIMA-1,NA,PRIMA-1,NA,NA,NA,NA,NA,NA,C1CN2CCC1C(=O)C2(CO)CO,RFBVBRVVOPAAFS-UHFFFAOYSA-N,322968,NA,NA,NA,PDBC05722,prima-1
5915,Cyclosporin A,NA,NA,NA,ciclosporin,NA,NA,ciclosporin,ciclosporin,ciclosporin,NA,NA,NA,NA,NA,NA,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,PMATZTZNYRCHOR-KMSBSJHKSA-N,6435893,NA,NA,NA,PDBC05814,ciclosporin
6240,Zebularine,NA,NA,NA,Zebularine,NA,NA,zebularine,NA,zebularine,NA,NA,NA,NA,NA,NA,C1=CN(C(=O)N=C1)C2C(C(C(O2)CO)O)O,RPQZTTQVRYEKCR-JXMHAVLCSA-N,16760709,NA,NA,NA,PDBC06136,Zebularine
6992,Temozolomide,NA,NA,NA,Imidazo[5,1-d]-1,2,3,5-tetrazine-8-carboxamide, 3,4-dihydro-3-methyl-4-oxo-,NA,NA,NA,NA,temozolomide,NA,NA,Temozolomide,Temozolomide,Temozolomide,NA,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,BPEGJWRSRHCHSN-UHFFFAOYSA-N,5394,Temozolomide,NA,TRUE,PDBC06882,temozolomide
7417,N-Phthalyl-L-tryptophan,NA,NA,NA,RG-108,NA,NA,RG-108,NA,RG-108,NA,NA,NA,NA,NA,NA,C1=CC=C2C(=C1)C(=O)N(C2=O)C(CC3=CNC4=CC=CC=C43)C(=O)O,HPTXLHAHLXOAKV-UHFFFAOYSA-N,344265,NA,NA,NA,PDBC07306,RG-108
7860,AM-580,NA,NA,NA,AM-580,NA,NA,AM-580,NA,AM-580,NA,NA,NA,NA,NA,NA,CC1(CCC(C2=C1C=CC(=C2)C(=O)NC3=CC=C(C=C3)C(=O)O)(C)C)C,SZWKGOZKRMMLAJ-UHFFFAOYSA-N,2126,NA,NA,NA,PDBC07741,AM-580
7861,Ch-55,NA,NA,NA,4-{(1E)-3-[3,5-Bis(2-methyl-2-propanyl)phenyl]-3-oxo-1-propen-1-yl}benzoic acid,NA,NA,NA,NA,Ch-55,NA,NA,NA,NA,NA,NA,CC(C)(C)C1=CC(=CC(=C1)C(=O)C=CC2=CC=C(C=C2)C(=O)O)C(C)(C)C,FOUVTBKPJRMLPE-FMIVXFBMSA-N,6184667,NA,NA,NA,PDBC07742,Ch-55
9540,Fascaplysine,NA,NA,NA,Fascaplysin,Fascaplysin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C1=CC=C2C(=C1)C3=C(N2)C4=[N+](C=C3)C5=CC=CC=C5C4=O,WYQIPCUPNMRAKP-UHFFFAOYSA-O,73293,NA,NA,NA,PDBC09418,Fascaplysin
12286,Fumonisin B(1),NA,NA,NA,Fumonisin B1,NA,NA,fumonisin B1,NA,fumonisin B1,NA,NA,NA,NA,NA,NA,CCCCC(C)C(C(CC(C)CC(CCCCC(CC(C(C)N)O)O)O)OC(=O)CC(CC(=O)O)C(=O)O)OC(=O)CC(CC(=O)O)C(=O)O,UVBUBMSSQKOIBE-UHFFFAOYSA-N,3431,NA,NA,NA,PDBC12164,Fumonisin B1
13402,NSC632839,NA,NA,NA,NSC632839,NA,NA,NSC632839,NA,NSC632839,NA,NA,NA,NA,NA,NA,CC1=CC=C(C=C1)C=C2CNCC(=CC3=CC=C(C=C3)C)C2=O.Cl,ZOKZLTXPTLIWOJ-BYCVLTJGSA-N,5351362,NA,NA,NA,PDBC13278,NSC632839
14764,o6-Benzylguanine,NA,NA,NA,9H-Purin-2-amine, 6-(phenylmethoxy)-,NA,NA,NA,NA,O-6-benzylguanine,NA,NA,NA,NA,NA,NA,C1=CC=C(C=C1)COC2=NC(=NC3=C2NC=N3)N,KRWMERLEINMZFT-UHFFFAOYSA-N,4578,NA,NA,NA,PDBC14640,O-6-benzylguanine
20453,Rita,NA,NA,NA,RITA,NA,NA,RITA,NA,RITA,NA,NA,NA,NA,NA,NA,C1=C(SC(=C1)C2=CC=C(O2)C3=CC=C(S3)CO)CO,KZENBFUSKMWCJF-UHFFFAOYSA-N,374536,NA,NA,TRUE,PDBC20329,RITA
20592,Isoliquiritigenin,NA,NA,NA,isoliquiritigenin,NA,NA,isoliquiritigenin,butein,isoliquiritigenin,NA,NA,NA,NA,NA,NA,C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O,DXDRHHKMWQZJHT-FPYGCLRLSA-N,638278,NA,NA,NA,PDBC20468,isoliquiritigenin
21480,CHM-1,NA,NA,NA,CHM-1,NA,NA,CHM-1,NA,CHM-1,NA,NA,NA,NA,NA,NA,C1OC2=C(O1)C=C3C(=C2)C(=O)C=C(N3)C4=CC=CC=C4F,ZMYDAPJHGNEFGQ-UHFFFAOYSA-N,375860,NA,NA,NA,PDBC21356,CHM-1
23708,NSC663284,NA,NA,NA,NSC663284,NSC663284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C1COCCN1CCNC2=C(C(=O)C3=C(C2=O)N=CC=C3)Cl,BMKPVDQDJQWBPD-UHFFFAOYSA-N,379077,NA,NA,NA,PDBC23583,NSC663284
27944,SN-38,NA,NA,NA,SN-38,NA,NA,SN-38,NA,SN-38,NA,NA,SN-38,SN-38,SN-38 (irinotecan metabolite),SN-38,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)C5(CC)O)O,FJHBVJOVLFPMQE-QFIPXVFZSA-N,104842,SN-38,NA,NA,PDBC27815,SN-38
30347,PD98059,NA,NA,NA,PD98059,PD98059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2,QFWCYNPOPKQOKV-UHFFFAOYSA-N,4713,NA,NA,NA,PDBC30217,PD98059
35129,AG1478,NA,NA,NA,AG1478,AG1478,NA,tyrphostin AG-1478,tyrphostin AG-1478,NA,NA,NA,NA,NA,NA,NA,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC,GFNNBHLJANVSQV-UHFFFAOYSA-N,2051,NA,NA,NA,PDBC34995,AG1478
36699,Pemetrexed,NA,NA,NA,Pemetrexed,Pemetrexed,NA,pemetrexed,NA,NA,NA,NA,NA,NA,NA,Pemetrexed,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)N=C(N3)N)C(=O)NC(CCC(=O)O)C(=O)O,WBXPDJSOTKVWSJ-ZDUSSCGKSA-N,446556,Pemetrexed,NA,TRUE,PDBC36563,Pemetrexed
37904,Austocystin D,NA,NA,NA,austocystin d,NA,NA,austocystin D,NA,austocystin D,NA,NA,NA,NA,NA,NA,CC(C)(CCC1=C2C(=C(C=C1)O)C(=O)C3=C(C4=C(C=C3O2)OC5C4(C=CO5)O)O)O,VXTQFTUOAJRUDO-IFMALSPDSA-N,5470400,NA,NA,NA,PDBC37768,austocystin d
41084,Bardoxolone methyl,NA,NA,NA,Oleana-1,9(11)-dien-28-oic acid, 2-cyano-3,12-dioxo-, methyl ester,NA,NA,NA,NA,bardoxolone methyl,NA,NA,NA,NA,NA,NA,CC1(CCC2(CCC3(C(C2C1)C(=O)C=C4C3(CCC5C4(C=C(C(=O)C5(C)C)C#N)C)C)C)C(=O)OC)C,WPTTVJLTNAWYAO-KPOXMGGZSA-N,400769,NA,NA,NA,PDBC40947,bardoxolone methyl
42213,Oligomycin A,NA,NA,NA,oligomycin a,NA,NA,oligomycin A,oligomycin,oligomycin A,Oligomycin A///OligomycinA,NA,NA,NA,NA,Oligomycin A,CCC1CCC2C(C(C(C3(O2)CCC(C(O3)CC(C)O)C)C)OC(=O)C=CC(C(C(C(=O)C(C(C(C(=O)C(C(C(CC=CC=C1)C)O)(C)O)C)O)C)C)O)C)C,MNULEGDCPYONBU-QECWTJOCSA-N,5472285,NA,NA,NA,PDBC42073,oligomycin a
44028,Belinostat,NA,NA,NA,2-Propenamide, N-hydroxy-3-[3-[(phenylamino)sulfonyl]phenyl]-, (2E)-,NA,NA,NA,NA,belinostat,NA,NA,NA,Belinostat,NA,NA,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C=CC(=O)NO,NCNRHFGMJRPRSK-MDZDMXLPSA-N,6918638,Belinostat,NA,TRUE,PDBC43882,belinostat
44446,Baicalein,NA,NA,NA,Baicalein,Baicalein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)O)O)O,FXNFHKRTJBSTCS-UHFFFAOYSA-N,5281605,NA,NA,NA,PDBC44298,Baicalein
45098,Everolimus,NA,NA,NA,Everolimus,Everolimus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC,HKVAMNSJSFKALM-GKUWKFKPSA-N,6442177,NA,NA,TRUE,PDBC44950,Everolimus
46599,Sildenafil,NA,NA,NA,Sildenafil,NA,NA,sildenafil,NA,sildenafil,NA,NA,NA,NA,NA,NA,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,BNRNXUUZRGQAQC-UHFFFAOYSA-N,5212,NA,NA,TRUE,PDBC46448,Sildenafil
46779,Pyr-41,NA,NA,NA,Ethyl 4-{(4Z)-4-[(5-nitro-2-furyl)methylene]-3,5-dioxo-1-pyrazolidinyl}benzoate,NA,NA,NA,NA,PYR-41,NA,NA,NA,NA,NA,NA,CCOC(=O)C1=CC=C(C=C1)N2C(=O)C(=CC3=CC=C(O3)[N+](=O)[O-])C(=O)N2,ARGIPZKQJGFSGQ-LCYFTJDESA-N,5335621,NA,NA,NA,PDBC46627,PYR-41
46891,Ixabepilone,NA,NA,NA,Ixabepilone,Ixabepilone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,NA,NA,TRUE,PDBC46739,Ixabepilone
47028,Abiraterone,NA,NA,NA,(3beta)-17-(3-Pyridinyl)androsta-5,16-dien-3-ol,NA,NA,NA,NA,abiraterone,NA,NA,NA,NA,Abiraterone,NA,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4C5=CN=CC=C5)C)O,GZOSMCIZMLWJML-VJLLXTKPSA-N,132971,NA,NA,TRUE,PDBC46875,abiraterone
